location	id	latitude	longitude	gg	pscsmodorg	pscs_pprob	gg_pprob	pscs_c1	gg_c1	pscs_c1n	gg_c1n
Maine	171	45.12037256020	-69.07338842090	ENDOAQUEPTS	LOAMY	46	72	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	170	45.11912094210	-69.07397167270	HAPLORTHODS	LOAMY	30	63	56	151	LOAMY	HAPLORTHODS
Maine	172	45.12120805020	-69.07594515300	HAPLOSAPRISTS	ORGANIC	31	51	56	151	LOAMY	HAPLORTHODS
Maine	134	44.98373511880	-68.52130702720	DYSTRUDEPTS	COARSE-LOAMY	32	77	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	132	44.98740075140	-68.52174586780	ENDOAQUEPTS	LOAMY-SKELETAL	24	60	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	131	44.98800564980	-68.52866698270	EPIAQUEPTS	FINE-SILTY	24	48	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	102	45.25198359760	-69.81219304900	HAPLOHUMODS	LOAMY	51	71	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	101	45.25145180060	-69.81102578600	HAPLOHUMODS	COARSE-LOAMY	54	80	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	100	45.24287331770	-69.80338602230	HAPLORTHODS	COARSE-LOAMY	35	87	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	133	44.98592840990	-68.52269678500	HAPLORTHODS	LITHIC LOAMY-SKELETAL	36	69	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	135	44.98153419450	-68.52024721780	HAPLORTHODS	LOAMY-SKELETAL	30	79	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	105	45.25189730630	-69.81797753470	UDIFOLISTS	ORGANIC	32	69	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	104	45.25248100690	-69.81691541840	UDORTHENTS	COARSE-LOAMY	40	71	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	68	45.02567233420	-68.78372711060	ENDOAQUEPTS	LOAMY	35	39	30	175	FINE	HUMAQUEPTS
Maine	67	45.02551243510	-68.78485743680	HAPLORTHODS	LOAMY	34	35	30	175	FINE	HUMAQUEPTS
Maine	197	45.08270598910	-69.11081072680	ENDOAQUEPTS	LOAMY	40	85	56	151	LOAMY	HAPLORTHODS
Maine	190	45.08287360630	-69.12294549560	ENDOAQUEPTS	LOAMY	35	83	56	151	LOAMY	HAPLORTHODS
Maine	189	45.08289904300	-69.12439406040	ENDOAQUEPTS	LOAMY	43	83	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	195	45.08256617550	-69.11563879610	HAPLORTHODS	COARSE-LOAMY	62	67	56	151	LOAMY	HAPLORTHODS
Maine	194	45.08275430880	-69.11652860950	HAPLORTHODS	LOAMY	44	83	56	151	LOAMY	HAPLORTHODS
Maine	193	45.08312131560	-69.11853694780	HAPLORTHODS	LOAMY	40	84	56	151	LOAMY	HAPLORTHODS
Maine	196	45.08270334370	-69.11350443340	HAPLORTHODS	LOAMY	38	84	56	151	LOAMY	HAPLORTHODS
Maine	198	45.08286907620	-69.10971830680	HAPLOSAPRISTS	ORGANIC	37	75	56	151	LOAMY	HAPLORTHODS
Maine	191	45.08278494930	-69.12167468490	HUMUDEPTS	COARSE-LOAMY	42	84	56	151	LOAMY	HAPLORTHODS
Maine	162	44.89236717510	-68.39988134600	HAPLORTHODS	LOAMY	26	42	56	151	LOAMY	HAPLORTHODS
Maine	163	44.89414454780	-68.40063540080	UDIFOLISTS	LITHIC ORGANIC	28	42	56	151	LOAMY	HAPLORTHODS
Maine	48	44.98153497030	-68.88130485780	DYSTRUDEPTS	LOAMY	40	51	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	44	44.98492395930	-68.88547108790	DYSTRUDEPTS	LOAMY	41	57	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	122	45.15322773420	-69.69027491110	ENDOAQUEPTS	LOAMY	45	59	56	151	LOAMY	HAPLORTHODS
Maine	110	45.09806099040	-69.46508219760	EUTRUDEPTS	COARSE-LOAMY	36	65	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	47	44.98492567620	-68.88719618580	HAPLORTHODS	COARSE-LOAMY	73	67	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	159	44.88323102350	-68.39325271130	HAPLORTHODS	LOAMY	43	58	56	151	LOAMY	HAPLORTHODS
Maine	160	44.88389725120	-68.39666454110	HAPLORTHODS	LOAMY	46	61	56	151	LOAMY	HAPLORTHODS
Maine	161	44.89069788310	-68.39913887560	HAPLORTHODS	COARSE-LOAMY	27	43	56	151	LOAMY	HAPLORTHODS
Maine	95	44.93650737730	-68.67997128610	HUMAQUEPTS	LOAMY	41	49	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	46	44.98486680470	-68.89147099670	HUMAQUEPTS	LOAMY	27	25	30	175	FINE	HUMAQUEPTS
Maine	111	45.09589540830	-69.46413685310	DYSTRUDEPTS	COARSE-LOAMY	62	85	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	113	45.09217823760	-69.47494691370	DYSTRUDEPTS	COARSE-LOAMY	53	86	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	112	45.09075871740	-69.46553124790	DYSTRUDEPTS	LOAMY	50	61	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	114	45.09220053290	-69.47607813660	DYSTRUDEPTS	LOAMY	41	79	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	109	45.08956297850	-69.47392132960	ENDOAQUEPTS	LOAMY	60	85	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	121	45.13434508960	-69.70014488200	HAPLOHUMODS	LOAMY	31	52	56	151	LOAMY	HAPLORTHODS
Maine	120	45.13261665520	-69.70016188410	HAPLORTHODS	COARSE-LOAMY	31	45	56	151	LOAMY	HAPLORTHODS
Maine	96	44.93578580450	-68.67946834420	HAPLORTHODS	LOAMY	34	42	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	98	44.92334411500	-68.68563229060	HAPLORTHODS	LOAMY	65	64	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	115	45.09403451790	-69.47880032770	HAPLORTHODS	COARSE-LOAMY	48	86	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	108	45.08203638900	-69.48064412340	DYSTRUDEPTS	LOAMY	59	89	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	107	45.07922860310	-69.47616098040	ENDOAQUEPTS	LOAMY	56	90	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	106	45.08200598010	-69.47716241530	EUTRUDEPTS	COARSE-LOAMY	54	86	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	119	45.12698503710	-69.68474475120	HAPLORTHODS	COARSE-LOAMY	39	62	56	151	LOAMY	HAPLORTHODS
Maine	24	45.04892999120	-69.41335568910	DYSTRUDEPTS	COARSE-LOAMY	57	63	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	21	45.04484433820	-69.40801858260	HAPLOSAPRISTS	LOAMY	25	40	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	173	44.84548075900	-68.47997420740	DYSTRUDEPTS	FINE-SILTY	25	75	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	183	44.83917799880	-68.49169655200	DYSTRUDEPTS	COARSE-LOAMY	23	75	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	182	44.84203687900	-68.47886640390	ENDOAQUEPTS	LOAMY	30	87	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	178	44.83698380830	-68.48418786350	ENDOAQUEPTS	LOAMY	28	85	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	177	44.84742330500	-68.47561628680	HAPLORTHODS	COARSE-LOAMY	41	76	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	175	44.84639581370	-68.47730860790	HAPLORTHODS	COARSE-LOAMY	29	77	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	187	44.84550523450	-68.48938851210	HAPLORTHODS	COARSE-LOAMY	37	72	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	181	44.84011833090	-68.48060447320	HAPLORTHODS	LOAMY	41	88	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	185	44.84193081110	-68.49128009910	HAPLORTHODS	LOAMY	32	91	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	184	44.84056309730	-68.49141866350	HAPLORTHODS	LOAMY	27	81	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	179	44.83809333860	-68.48269764440	HAPLORTHODS	COARSE-LOAMY	32	89	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	188	44.84717776070	-68.48896879860	HAPLORTHODS	LOAMY	29	60	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	176	44.84689684280	-68.47663340230	HAPLORTHODS	COARSE-LOAMY OVER SANDY-SKELETAL	34	77	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	174	44.84578831990	-68.47832642110	HAPLORTHODS	COARSE-LOAMY	27	71	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	180	44.83940042900	-68.48110437430	HAPLORTHODS	COARSE-LOAMY	40	88	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	202	44.87309092280	-68.63594972420	HAPLORTHODS	LOAMY-SKELETAL	26	72	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	11	44.85668229060	-68.75079588160	DYSTRUDEPTS	LOAMY	28	53	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	10	44.85298500040	-68.75198879500	DYSTRUDEPTS	COARSE-LOAMY	42	62	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	9	44.85230534650	-68.74992887800	HAPLORTHODS	COARSE-LOAMY	34	57	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	127	45.03884605390	-69.80644217050	HAPLORTHODS	LOAMY	43	83	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	128	45.01877556210	-69.77866941370	DYSTRUDEPTS	COARSE-SILTY	25	48	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	126	45.01818065820	-69.80219214740	HAPLORTHODS	COARSE-LOAMY	34	67	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	18	44.83066306400	-68.82130909770	HAPLORTHODS	COARSE-LOAMY	27	49	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	124	45.01626225290	-69.78550144220	HAPLORTHODS	LOAMY	39	53	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	19	44.83042997620	-68.82192969910	HAPLORTHODS	LOAMY-SKELETAL	27	49	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	123	45.01853016920	-69.78558321950	HAPLORTHODS	LOAMY OVER SANDY-SKELETAL	57	72	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	125	45.01114575020	-69.79380713100	HAPLORTHODS	LITHIC COARSE-LOAMY	39	57	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	199	44.92406143610	-69.36382729660	HUMAQUEPTS	LOAMY	44	30	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	41	44.89389977510	-69.32981007540	DYSTRUDEPTS	LOAMY	63	34	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	36	44.90103328390	-69.31894533750	DYSTRUDEPTS	COARSE-LOAMY	50	29	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	38	44.89781386970	-69.31774965700	EUTRUDEPTS	COARSE-LOAMY	55	35	23	102	COARSE-LOAMY	EUTRUDEPTS
Maine	39	44.89759729410	-69.31793844450	EUTRUDEPTS	COARSE-LOAMY	59	38	23	102	COARSE-LOAMY	EUTRUDEPTS
Maine	37	44.90056712600	-69.31824612990	EUTRUDEPTS	COARSE-LOAMY	47	29	23	102	COARSE-LOAMY	EUTRUDEPTS
Maine	43	44.89698220020	-69.32852317770	EUTRUDEPTS	COARSE-LOAMY	54	40	23	102	COARSE-LOAMY	EUTRUDEPTS
Maine	40	44.89424797360	-69.32768440970	EUTRUDEPTS	COARSE-LOAMY	62	29	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	42	44.89500529390	-69.33041163930	HAPLORTHODS	LOAMY	57	35	23	102	COARSE-LOAMY	EUTRUDEPTS
Maine	35	44.74459560850	-69.08076842360	DYSTRUDEPTS	COARSE-LOAMY	34	69	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	12	44.51040537020	-69.00800168160	HAPLORTHODS	COARSE-LOAMY	28	56	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	16	44.50981134510	-69.00538473470	HAPLORTHODS	LOAMY	28	66	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	17	44.51095468850	-69.00538484000	UDIFOLISTS	LITHIC ORGANIC	28	68	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	13	44.51011730440	-69.00769969450	HAPLOHUMODS	LOAMY	24	55	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	14	44.50706540600	-69.00740994120	HAPLORTHODS	LOAMY	29	61	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	15	44.50639913950	-69.00836596350	HAPLORTHODS	COARSE-LOAMY	24	36	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	6	43.72814744970	-70.86188425980	DYSTRUDEPTS	COARSE-LOAMY	37	45	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	1	43.72639382260	-70.86175542980	HAPLORTHODS	LOAMY	33	41	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	5	43.72236613190	-70.86194102560	HAPLORTHODS	LOAMY	35	41	23	151	COARSE-LOAMY	HAPLORTHODS
Maine	2	43.72420225950	-70.86363671830	HAPLORTHODS	COARSE-LOAMY OVER SANDY-SKELETAL	27	38	23	151	COARSE-LOAMY	HAPLORTHODS
BeaverCreek	1000	44.13825796000	-106.01861190000	HAPLARGIDS	FINE-LOAMY	37	55	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1006	44.11815480000	-106.06249963000	HAPLARGIDS	COARSE-LOAMY	33	40	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1060	44.13037629000	-105.98293290000	HAPLARGIDS	FINE-LOAMY	37	34	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1091	44.12618433000	-106.00901177000	HAPLARGIDS	FINE-LOAMY	35	59	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1051	44.12294984000	-105.97822672000	TORRIORTHENTS	CLAYEY	46	40	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1095	44.10504257000	-105.95655832000	HAPLARGIDS	FINE-LOAMY	37	45	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1097	44.10609098000	-105.95956542000	HAPLARGIDS	FINE-LOAMY	39	36	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1024	44.10081256000	-106.12328310000	HAPLARGIDS	FINE-LOAMY	38	48	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1015	44.10741725000	-106.08181153000	TORRIFLUVENTS	FINE-LOAMY	48	34	32	257	FINE-LOAMY	TORRIFLUVENTS
BeaverCreek	1026	44.10298993000	-106.09333942000	TORRIORTHENTS	FINE-LOAMY	39	56	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1023	44.09684122000	-106.08685082000	TORRIORTHENTS	FINE-LOAMY	32	77	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1004	44.10782528000	-106.06833318000	TORRIORTHENTS	CLAYEY	44	63	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1005	44.10577079000	-106.05778280000	TORRIORTHENTS	LOAMY	40	65	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1042	44.10229130000	-106.11095323000	TORRIORTHENTS	FINE-LOAMY	44	59	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1019	44.10031174000	-106.11915140000	TORRIORTHENTS	LOAMY	47	67	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1096	44.11435881000	-105.93835291000	TORRIORTHENTS	COARSE-LOAMY	46	35	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1117	44.09861349000	-105.94971400000	HAPLARGIDS	FINE-LOAMY	43	28	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1079	44.09596363000	-105.90995050000	HAPLARGIDS	FINE-LOAMY	42	51	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1101	44.09100439000	-105.95484573000	HAPLARGIDS	FINE	45	41	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1099	44.09362634000	-105.96425249000	PALEARGIDS	FINE	47	39	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1034	44.09141393000	-106.11748869000	TORRIORTHENTS	LOAMY	49	66	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1093	44.09973825000	-106.00708276000	TORRIORTHENTS	LOAMY	46	61	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1032	44.09194266000	-106.08713035000	TORRIORTHENTS	COARSE-LOAMY	36	69	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1030	44.07160817000	-106.06989373000	HAPLARGIDS	FINE-LOAMY	41	57	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1106	44.08693892000	-105.95590663000	HAPLARGIDS	FINE-LOAMY	47	36	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1122	44.08396963000	-105.92363128000	HAPLARGIDS	FINE-LOAMY	45	38	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1029	44.07934299000	-106.08054033000	HAPLARGIDS	FINE-LOAMY	40	45	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1035	44.07485012000	-106.04036571000	HAPLARGIDS	COARSE-LOAMY	49	63	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1045	44.06947288000	-106.06762256000	PALEARGIDS	FINE	42	52	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1098	44.08426970000	-105.95324353000	TORRIORTHENTS	FINE-LOAMY	45	37	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1118	44.08948358000	-105.94243046000	TORRIORTHENTS	LOAMY	46	32	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1110	44.07678835000	-106.00593503000	TORRIORTHENTS	LOAMY	45	54	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1041	44.08067102000	-106.08356402000	TORRIORTHENTS	FINE-LOAMY	41	51	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1114	44.06957748000	-105.99720075000	HAPLOCAMBIDS	FINE-SILTY	47	59	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1112	44.06488236000	-105.97727453000	TORRIORTHENTS	FINE-LOAMY	43	47	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1115	44.06391693000	-105.99447395000	TORRIORTHENTS	FINE-LOAMY	42	62	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1076	44.06521856000	-105.86977931000	HAPLARGIDS	COARSE-LOAMY	28	27	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1073	44.06304345000	-105.87010729000	HAPLARGIDS	FINE-LOAMY	48	47	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1127	44.05461352000	-105.87784236000	TORRIORTHENTS	FINE-LOAMY	43	17	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1129	44.04144262000	-106.00197466000	HAPLARGIDS	FINE-LOAMY	39	50	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1139	44.03492167000	-106.00636611000	HAPLARGIDS	FINE-LOAMY	41	36	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1075	44.05129446000	-105.81562920000	HAPLARGIDS	FINE	47	28	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1067	44.04780792000	-105.84841610000	TORRIORTHENTS	FINE-LOAMY	45	49	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1126	44.05154147000	-105.89052611000	TORRIORTHENTS	LOAMY-SKELETAL	47	24	32	257	FINE-LOAMY	TORRIFLUVENTS
BeaverCreek	1058	44.02350577000	-105.95037206000	HAPLARGIDS	FINE-LOAMY	54	39	32	258	FINE-LOAMY	TORRIORTHENTS
BeaverCreek	1059	44.02247194000	-105.94549312000	HAPLARGIDS	FINE	57	33	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1056	44.01133751000	-105.92061446000	HAPLARGIDS	FINE-LOAMY	42	33	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1074	44.02058735000	-105.83910615000	HAPLOCAMBIDS	FINE-SILTY	46	17	32	136	FINE-LOAMY	HAPLOCAMBIDS
BeaverCreek	1145	44.00574996000	-105.76111120000	TORRIORTHENTS	FINE-LOAMY	51	23	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1142	43.98916318000	-105.77698435000	HAPLARGIDS	FINE-LOAMY	41	27	32	133	FINE-LOAMY	HAPLARGIDS
BeaverCreek	1081	43.96656708000	-105.80286934000	HAPLARGIDS	FINE-LOAMY	47	29	32	133	FINE-LOAMY	HAPLARGIDS
Iowa	100200	41.73590000000	-91.96740280000	ARGIUDOLLS	FINE-SILTY	89	46	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	100300	41.73640000000	-91.96739720000	ARGIUDOLLS	FINE-SILTY	83	49	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	101000	41.73523171030	-91.93150122210	ARGIUDOLLS	FINE-SILTY	97	67	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	101400	41.73489448960	-91.93107512490	ARGIUDOLLS	FINE-SILTY	93	42	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	101700	41.73527030520	-91.93158355320	ARGIUDOLLS	FINE-SILTY	97	67	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	102200	41.73731045100	-91.92772694120	ARGIUDOLLS	FINE-SILTY	44	38	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	102300	41.73770590940	-91.92753998410	ARGIUDOLLS	FINE-SILTY	44	38	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	500500	41.73708712380	-91.92734585290	ARGIUDOLLS	FINE	55	32	36	161	FINE-SILTY	HAPLUDALFS
Iowa	SAA	41.73515759660	-91.93147359110	ARGIUDOLLS	FINE-SILTY	97	67	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	SH-1	41.73549658420	-91.93131525680	ARGIUDOLLS	FINE-SILTY	73	36	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	SI	41.73527970760	-91.93114208820	ARGIUDOLLS	FINE-SILTY	97	67	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	NT-21-1	41.73733057890	-91.96626725480	ARGIUDOLLS	FINE-SILTY	90	46	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	100600	41.73770000000	-91.96708890000	ENDOAQUOLLS	FINE-SILTY	69	35	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	101300	41.73599631750	-91.93158955710	ENDOAQUOLLS	FINE-SILTY	73	36	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	101900	41.73622199500	-91.92835711770	ENDOAQUOLLS	FINE-SILTY	91	78	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	500100	41.73791907390	-91.96600528570	ENDOAQUOLLS	FINE-SILTY	67	32	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	500300	41.73639830350	-91.92785033980	ENDOAQUOLLS	FINE-SILTY	91	78	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	500800	41.73578096390	-91.92829350310	ENDOAQUOLLS	FINE-SILTY	88	42	36	88	FINE-SILTY	ENDOAQUOLLS
Iowa	CT-16-1	41.73655048150	-91.92871481180	ENDOAQUOLLS	FINE-SILTY	83	42	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	CT-17-1	41.73646974740	-91.92836382120	ENDOAQUOLLS	FINE-SILTY	91	78	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	CT-22-1	41.73618340600	-91.92837218920	ENDOAQUOLLS	FINE-SILTY	88	42	36	88	FINE-SILTY	ENDOAQUOLLS
Iowa	SB	41.73583680250	-91.93148277460	ENDOAQUOLLS	FINE-SILTY	73	36	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	NT-10	41.73775596200	-91.96609568660	ENDOAQUOLLS	FINE-SILTY	67	32	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	NT-12	41.73769244810	-91.96534392550	ENDOAQUOLLS	FINE-SILTY	67	32	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	MSF	41.73526214730	-91.94032690050	ENDOAQUOLLS	FINE-SILTY	78	35	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	100400	41.73680000000	-91.96725280000	HAPLUDALFS	FINE-SILTY	90	46	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	100500	41.73720000000	-91.96711110000	HAPLUDALFS	FINE-SILTY	90	46	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	100700	41.73456936490	-91.93049732110	HAPLUDALFS	FINE-SILTY	93	42	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	100800	41.73475448920	-91.93083935790	HAPLUDALFS	FINE-SILTY	93	42	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	100900	41.73498022680	-91.93119034300	HAPLUDALFS	FINE-SILTY	97	67	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	101100	41.73549239970	-91.93183359570	HAPLUDALFS	FINE-SILTY	73	36	36	164	FINE-SILTY	HAPLUDOLLS
Iowa	101500	41.73489448960	-91.93107512490	HAPLUDALFS	FINE-SILTY	93	42	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	101600	41.73513720270	-91.93141140050	HAPLUDALFS	FINE-SILTY	97	67	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	101800	41.73540153930	-91.93174852280	HAPLUDALFS	FINE-SILTY	97	67	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	500200	41.73588064350	-91.96668732910	HAPLUDALFS	FINE-SILTY	89	46	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	500400	41.73664146780	-91.96615805580	HAPLUDALFS	FINE-SILTY	84	37	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	500700	41.73623783860	-91.96634490400	HAPLUDALFS	FINE-SILTY	89	46	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	CT-3-1	41.73723194960	-91.92800121770	HAPLUDALFS	FINE-SILTY	44	38	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	SE	41.73522432040	-91.93099750700	HAPLUDALFS	FINE-LOAMY	93	42	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	SGG - 1	41.73511221620	-91.93114606790	HAPLUDALFS	FINE-SILTY	97	67	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	SGG - 2	41.73508249800	-91.93114656070	HAPLUDALFS	FINE-SILTY	97	67	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	SO	41.73494587100	-91.93098288510	HAPLUDALFS	FINE-SILTY	93	42	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	NT-30-1	41.73702630600	-91.96588492580	HAPLUDALFS	FINE-SILTY	84	37	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	NT-37	41.73678058490	-91.96630373290	HAPLUDALFS	FINE-SILTY	90	46	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	NT-46-1	41.73646519140	-91.96588671280	HAPLUDALFS	FINE-SILTY	74	45	36	17	FINE-SILTY	ARGIUDOLLS
Iowa	101200	41.73567927140	-91.93207340100	HAPLUDOLLS	FINE-LOAMY	73	36	36	164	FINE-SILTY	HAPLUDOLLS
